num,word0,tone0,word1,tone1,length,tone,gl,answer,seq,neu,status,flipped,path
48A-flipped.wav,假设,42,价格,35,NA,42,NA,假设,48,35_42,test,yes,dissertation_sound/exp2/test/09_F/48A-flipped.wav
48B.wav,假设,42,价格,35,NA,42,NA,假设,49,35_42,test,no,dissertation_sound/exp2/test/09_F/48B.wav
48B-flipped.wav,假设,42,价格,35,NA,42,NA,假设,50,35_42,test,yes,dissertation_sound/exp2/test/09_F/48B-flipped.wav
49A.wav,假设,42,价格,35,NA,35,NA,价格,51,35_42,test,no,dissertation_sound/exp2/test/09_F/49A.wav
49A-flipped.wav,假设,42,价格,35,NA,35,NA,价格,52,35_42,test,yes,dissertation_sound/exp2/test/09_F/49A-flipped.wav
49B.wav,假设,42,价格,35,NA,35,NA,价格,53,35_42,test,no,dissertation_sound/exp2/test/09_F/49B.wav
49B-flipped.wav,假设,42,价格,35,NA,35,NA,价格,54,35_42,test,yes,dissertation_sound/exp2/test/09_F/49B-flipped.wav
50A.wav,替身,35,体操,42,NA,35,NA,替身,55,35_42,test,no,dissertation_sound/exp2/test/09_F/50A.wav
50A-flipped.wav,替身,35,体操,42,NA,35,NA,替身,56,35_42,test,yes,dissertation_sound/exp2/test/09_F/50A-flipped.wav
50B.wav,替身,35,体操,42,NA,35,NA,替身,57,35_42,test,no,dissertation_sound/exp2/test/09_F/50B.wav
50B-flipped.wav,替身,35,体操,42,NA,35,NA,替身,58,35_42,test,yes,dissertation_sound/exp2/test/09_F/50B-flipped.wav
51B.wav,替身,35,体操,42,NA,42,NA,体操,59,35_42,test,no,dissertation_sound/exp2/test/09_F/51B.wav
51B-flipped.wav,替身,35,体操,42,NA,42,NA,体操,60,35_42,test,yes,dissertation_sound/exp2/test/09_F/51B-flipped.wav
62A.wav,四季,35,湿气,5,NA,35,NA,四季,61,5_35,test,no,dissertation_sound/exp2/test/09_F/62A.wav
62A-flipped.wav,四季,35,湿气,5,NA,35,NA,四季,62,5_35,test,yes,dissertation_sound/exp2/test/09_F/62A-flipped.wav
62B.wav,四季,35,湿气,5,NA,35,NA,四季,63,5_35,test,no,dissertation_sound/exp2/test/09_F/62B.wav
62B-flipped.wav,四季,35,湿气,5,NA,35,NA,四季,64,5_35,test,yes,dissertation_sound/exp2/test/09_F/62B-flipped.wav
63A.wav,四季,35,湿气,5,NA,5,NA,湿气,65,5_35,test,no,dissertation_sound/exp2/test/09_F/63A.wav
63A-flipped.wav,四季,35,湿气,5,NA,5,NA,湿气,66,5_35,test,yes,dissertation_sound/exp2/test/09_F/63A-flipped.wav
63B.wav,四季,35,湿气,5,NA,5,NA,湿气,67,5_35,test,no,dissertation_sound/exp2/test/09_F/63B.wav
63B-flipped.wav,四季,35,湿气,5,NA,5,NA,湿气,68,5_35,test,yes,dissertation_sound/exp2/test/09_F/63B-flipped.wav
