num,word0,tone0,word1,tone1,length,tone,gl,answer,seq,neu,status,flipped,path
3A.wav,路上,23,多谢,44,NA,23,NA,路上,1,23_44,test,no,dissertation_sound/exp2/test/09_F/3A.wav
3A-flipped.wav,路上,23,多谢,44,NA,23,NA,路上,2,23_44,test,yes,dissertation_sound/exp2/test/09_F/3A-flipped.wav
3B.wav,路上,23,多谢,44,NA,23,NA,路上,3,23_44,test,no,dissertation_sound/exp2/test/09_F/3B.wav
3B-flipped.wav,路上,23,多谢,44,NA,23,NA,路上,4,23_44,test,yes,dissertation_sound/exp2/test/09_F/3B-flipped.wav
4A.wav,路上,23,多谢,44,NA,44,NA,多谢,5,23_44,test,no,dissertation_sound/exp2/test/09_F/4A.wav
4A-flipped.wav,路上,23,多谢,44,NA,44,NA,多谢,6,23_44,test,yes,dissertation_sound/exp2/test/09_F/4A-flipped.wav
4B.wav,路上,23,多谢,44,NA,44,NA,多谢,7,23_44,test,no,dissertation_sound/exp2/test/09_F/4B.wav
4B-flipped.wav,路上,23,多谢,44,NA,44,NA,多谢,8,23_44,test,yes,dissertation_sound/exp2/test/09_F/4B-flipped.wav
7A.wav,路口,23,刀口,44,NA,23,NA,路口,9,23_44,test,no,dissertation_sound/exp2/test/09_F/7A.wav
7A-flipped.wav,路口,23,刀口,44,NA,23,NA,路口,10,23_44,test,yes,dissertation_sound/exp2/test/09_F/7A-flipped.wav
7B.wav,路口,23,刀口,44,NA,23,NA,路口,11,23_44,test,no,dissertation_sound/exp2/test/09_F/7B.wav
7B-flipped.wav,路口,23,刀口,44,NA,23,NA,路口,12,23_44,test,yes,dissertation_sound/exp2/test/09_F/7B-flipped.wav
8A.wav,路口,23,刀口,44,NA,44,NA,刀口,13,23_44,test,no,dissertation_sound/exp2/test/09_F/8A.wav
8A-flipped.wav,路口,23,刀口,44,NA,44,NA,刀口,14,23_44,test,yes,dissertation_sound/exp2/test/09_F/8A-flipped.wav
8B.wav,路口,23,刀口,44,NA,44,NA,刀口,15,23_44,test,no,dissertation_sound/exp2/test/09_F/8B.wav
8B-flipped.wav,路口,23,刀口,44,NA,44,NA,刀口,16,23_44,test,yes,dissertation_sound/exp2/test/09_F/8B-flipped.wav
25A.wav,杂技,2,查岗,44,NA,2,NA,杂技,17,2_44,test,no,dissertation_sound/exp2/test/09_F/25A.wav
25A-flipped.wav,杂技,2,查岗,44,NA,2,NA,杂技,18,2_44,test,yes,dissertation_sound/exp2/test/09_F/25A-flipped.wav
25B.wav,杂技,2,查岗,44,NA,2,NA,杂技,19,2_44,test,no,dissertation_sound/exp2/test/09_F/25B.wav
25B-flipped.wav,杂技,2,查岗,44,NA,2,NA,杂技,20,2_44,test,yes,dissertation_sound/exp2/test/09_F/25B-flipped.wav
26A.wav,杂技,2,查岗,44,NA,44,NA,查岗,21,2_44,test,no,dissertation_sound/exp2/test/09_F/26A.wav
26A-flipped.wav,杂技,2,查岗,44,NA,44,NA,查岗,22,2_44,test,yes,dissertation_sound/exp2/test/09_F/26A-flipped.wav
26B.wav,杂技,2,查岗,44,NA,44,NA,查岗,23,2_44,test,no,dissertation_sound/exp2/test/09_F/26B.wav
26B-flipped.wav,杂技,2,查岗,44,NA,44,NA,查岗,24,2_44,test,yes,dissertation_sound/exp2/test/09_F/26B-flipped.wav
35A.wav,替补,35,铁板,5,NA,35,NA,替补,25,5_35,test,no,dissertation_sound/exp2/test/09_F/35A.wav
35A-flipped.wav,替补,35,铁板,5,NA,35,NA,替补,26,5_35,test,yes,dissertation_sound/exp2/test/09_F/35A-flipped.wav
36A.wav,替补,35,铁板,5,NA,5,NA,铁板,27,5_35,test,no,dissertation_sound/exp2/test/09_F/36A.wav
36A-flipped.wav,替补,35,铁板,5,NA,5,NA,铁板,28,5_35,test,yes,dissertation_sound/exp2/test/09_F/36A-flipped.wav
36B.wav,替补,35,铁板,5,NA,5,NA,铁板,29,5_35,test,no,dissertation_sound/exp2/test/09_F/36B.wav
36B-flipped.wav,替补,35,铁板,5,NA,5,NA,铁板,30,5_35,test,yes,dissertation_sound/exp2/test/09_F/36B-flipped.wav
38A.wav,死罪,42,湿地,5,NA,42,NA,死罪,31,5_42,test,no,dissertation_sound/exp2/test/09_F/38A.wav
38A-flipped.wav,死罪,42,湿地,5,NA,42,NA,死罪,32,5_42,test,yes,dissertation_sound/exp2/test/09_F/38A-flipped.wav
38B.wav,死罪,42,湿地,5,NA,42,NA,死罪,33,5_42,test,no,dissertation_sound/exp2/test/09_F/38B.wav
38B-flipped.wav,死罪,42,湿地,5,NA,42,NA,死罪,34,5_42,test,yes,dissertation_sound/exp2/test/09_F/38B-flipped.wav
40A.wav,死罪,42,湿地,5,NA,5,NA,湿地,35,5_42,test,no,dissertation_sound/exp2/test/09_F/40A.wav
40A-flipped.wav,死罪,42,湿地,5,NA,5,NA,湿地,36,5_42,test,yes,dissertation_sound/exp2/test/09_F/40A-flipped.wav
40B.wav,死罪,42,湿地,5,NA,5,NA,湿地,37,5_42,test,no,dissertation_sound/exp2/test/09_F/40B.wav
40B-flipped.wav,死罪,42,湿地,5,NA,5,NA,湿地,38,5_42,test,yes,dissertation_sound/exp2/test/09_F/40B-flipped.wav
42A.wav,试纸,35,湿疹,5,NA,35,NA,试纸,39,5_35,test,no,dissertation_sound/exp2/test/09_F/42A.wav
42A-flipped.wav,试纸,35,湿疹,5,NA,35,NA,试纸,40,5_35,test,yes,dissertation_sound/exp2/test/09_F/42A-flipped.wav
42B.wav,试纸,35,湿疹,5,NA,35,NA,试纸,41,5_35,test,no,dissertation_sound/exp2/test/09_F/42B.wav
42B-flipped.wav,试纸,35,湿疹,5,NA,35,NA,试纸,42,5_35,test,yes,dissertation_sound/exp2/test/09_F/42B-flipped.wav
43A.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,43,5_35,test,no,dissertation_sound/exp2/test/09_F/43A.wav
43B.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,44,5_35,test,no,dissertation_sound/exp2/test/09_F/43B.wav
43A-flipped.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,45,5_35,test,yes,dissertation_sound/exp2/test/09_F/43A-flipped.wav
43B-flipped.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,46,5_35,test,yes,dissertation_sound/exp2/test/09_F/43B-flipped.wav
48A.wav,假设,42,价格,35,NA,42,NA,假设,47,35_42,test,no,dissertation_sound/exp2/test/09_F/48A.wav
