num,word0,tone0,word1,tone1,length,tone,gl,answer,seq,neu,status,flipped,path
4A.wav,路上,23,多谢,44,NA,44,NA,多谢,1,23_44,test,no,dissertation_sound/exp2/test/03_F/4A.wav
4A-flipped.wav,路上,23,多谢,44,NA,44,NA,多谢,2,23_44,test,yes,dissertation_sound/exp2/test/03_F/4A-flipped.wav
4B.wav,路上,23,多谢,44,NA,44,NA,多谢,3,23_44,test,no,dissertation_sound/exp2/test/03_F/4B.wav
4B-flipped.wav,路上,23,多谢,44,NA,44,NA,多谢,4,23_44,test,yes,dissertation_sound/exp2/test/03_F/4B-flipped.wav
7A.wav,路口,23,刀口,44,NA,23,NA,路口,5,23_44,test,no,dissertation_sound/exp2/test/03_F/7A.wav
7A-flipped.wav,路口,23,刀口,44,NA,23,NA,路口,6,23_44,test,yes,dissertation_sound/exp2/test/03_F/7A-flipped.wav
7B.wav,路口,23,刀口,44,NA,23,NA,路口,7,23_44,test,no,dissertation_sound/exp2/test/03_F/7B.wav
7B-flipped.wav,路口,23,刀口,44,NA,23,NA,路口,8,23_44,test,yes,dissertation_sound/exp2/test/03_F/7B-flipped.wav
8A.wav,路口,23,刀口,44,NA,44,NA,刀口,9,23_44,test,no,dissertation_sound/exp2/test/03_F/8A.wav
8A-flipped.wav,路口,23,刀口,44,NA,44,NA,刀口,10,23_44,test,yes,dissertation_sound/exp2/test/03_F/8A-flipped.wav
8B.wav,路口,23,刀口,44,NA,44,NA,刀口,11,23_44,test,no,dissertation_sound/exp2/test/03_F/8B.wav
8B-flipped.wav,路口,23,刀口,44,NA,44,NA,刀口,12,23_44,test,yes,dissertation_sound/exp2/test/03_F/8B-flipped.wav
25A.wav,杂技,2,查岗,44,NA,2,NA,杂技,13,2_44,test,no,dissertation_sound/exp2/test/03_F/25A.wav
25A-flipped.wav,杂技,2,查岗,44,NA,2,NA,杂技,14,2_44,test,yes,dissertation_sound/exp2/test/03_F/25A-flipped.wav
25B.wav,杂技,2,查岗,44,NA,2,NA,杂技,15,2_44,test,no,dissertation_sound/exp2/test/03_F/25B.wav
25B-flipped.wav,杂技,2,查岗,44,NA,2,NA,杂技,16,2_44,test,yes,dissertation_sound/exp2/test/03_F/25B-flipped.wav
26A.wav,杂技,2,查岗,44,NA,44,NA,查岗,17,2_44,test,no,dissertation_sound/exp2/test/03_F/26A.wav
26A-flipped.wav,杂技,2,查岗,44,NA,44,NA,查岗,18,2_44,test,yes,dissertation_sound/exp2/test/03_F/26A-flipped.wav
26B.wav,杂技,2,查岗,44,NA,44,NA,查岗,19,2_44,test,no,dissertation_sound/exp2/test/03_F/26B.wav
26B-flipped.wav,杂技,2,查岗,44,NA,44,NA,查岗,20,2_44,test,yes,dissertation_sound/exp2/test/03_F/26B-flipped.wav
35A.wav,替补,35,铁板,5,NA,35,NA,替补,21,5_35,test,no,dissertation_sound/exp2/test/03_F/35A.wav
35A-flipped.wav,替补,35,铁板,5,NA,35,NA,替补,22,5_35,test,yes,dissertation_sound/exp2/test/03_F/35A-flipped.wav
35B.wav,替补,35,铁板,5,NA,35,NA,替补,23,5_35,test,no,dissertation_sound/exp2/test/03_F/35B.wav
35B-flipped.wav,替补,35,铁板,5,NA,35,NA,替补,24,5_35,test,yes,dissertation_sound/exp2/test/03_F/35B-flipped.wav
36A.wav,替补,35,铁板,5,NA,5,NA,铁板,25,5_35,test,no,dissertation_sound/exp2/test/03_F/36A.wav
36A-flipped.wav,替补,35,铁板,5,NA,5,NA,铁板,26,5_35,test,yes,dissertation_sound/exp2/test/03_F/36A-flipped.wav
36B.wav,替补,35,铁板,5,NA,5,NA,铁板,27,5_35,test,no,dissertation_sound/exp2/test/03_F/36B.wav
36B-flipped.wav,替补,35,铁板,5,NA,5,NA,铁板,28,5_35,test,yes,dissertation_sound/exp2/test/03_F/36B-flipped.wav
38A.wav,死罪,42,湿地,5,NA,42,NA,死罪,29,5_42,test,no,dissertation_sound/exp2/test/03_F/38A.wav
38A-flipped.wav,死罪,42,湿地,5,NA,42,NA,死罪,30,5_42,test,yes,dissertation_sound/exp2/test/03_F/38A-flipped.wav
38B.wav,死罪,42,湿地,5,NA,42,NA,死罪,31,5_42,test,no,dissertation_sound/exp2/test/03_F/38B.wav
38B-flipped.wav,死罪,42,湿地,5,NA,42,NA,死罪,32,5_42,test,yes,dissertation_sound/exp2/test/03_F/38B-flipped.wav
40A.wav,死罪,42,湿地,5,NA,5,NA,湿地,33,5_42,test,no,dissertation_sound/exp2/test/03_F/40A.wav
40A-flipped.wav,死罪,42,湿地,5,NA,5,NA,湿地,34,5_42,test,yes,dissertation_sound/exp2/test/03_F/40A-flipped.wav
40B.wav,死罪,42,湿地,5,NA,5,NA,湿地,35,5_42,test,no,dissertation_sound/exp2/test/03_F/40B.wav
40B-flipped.wav,死罪,42,湿地,5,NA,5,NA,湿地,36,5_42,test,yes,dissertation_sound/exp2/test/03_F/40B-flipped.wav
42A.wav,试纸,35,湿疹,5,NA,35,NA,试纸,37,5_35,test,no,dissertation_sound/exp2/test/03_F/42A.wav
42A-flipped.wav,试纸,35,湿疹,5,NA,35,NA,试纸,38,5_35,test,yes,dissertation_sound/exp2/test/03_F/42A-flipped.wav
42B.wav,试纸,35,湿疹,5,NA,35,NA,试纸,39,5_35,test,no,dissertation_sound/exp2/test/03_F/42B.wav
42B-flipped.wav,试纸,35,湿疹,5,NA,35,NA,试纸,40,5_35,test,yes,dissertation_sound/exp2/test/03_F/42B-flipped.wav
43A.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,41,5_35,test,no,dissertation_sound/exp2/test/03_F/43A.wav
43B.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,42,5_35,test,no,dissertation_sound/exp2/test/03_F/43B.wav
43A-flipped.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,43,5_35,test,yes,dissertation_sound/exp2/test/03_F/43A-flipped.wav
43B-flipped.wav,试纸,35,湿疹,5,NA,5,NA,湿疹,44,5_35,test,yes,dissertation_sound/exp2/test/03_F/43B-flipped.wav
48A.wav,假设,42,价格,35,NA,42,NA,假设,45,35_42,test,no,dissertation_sound/exp2/test/03_F/48A.wav
48A-flipped.wav,假设,42,价格,35,NA,42,NA,假设,46,35_42,test,yes,dissertation_sound/exp2/test/03_F/48A-flipped.wav
49A.wav,假设,42,价格,35,NA,35,NA,价格,47,35_42,test,no,dissertation_sound/exp2/test/03_F/49A.wav
49A-flipped.wav,假设,42,价格,35,NA,35,NA,价格,48,35_42,test,yes,dissertation_sound/exp2/test/03_F/49A-flipped.wav
49B.wav,假设,42,价格,35,NA,35,NA,价格,49,35_42,test,no,dissertation_sound/exp2/test/03_F/49B.wav
49B-flipped.wav,假设,42,价格,35,NA,35,NA,价格,50,35_42,test,yes,dissertation_sound/exp2/test/03_F/49B-flipped.wav
50A.wav,替身,35,体操,42,NA,35,NA,替身,51,35_42,test,no,dissertation_sound/exp2/test/03_F/50A.wav
50A-flipped.wav,替身,35,体操,42,NA,35,NA,替身,52,35_42,test,yes,dissertation_sound/exp2/test/03_F/50A-flipped.wav
51A.wav,替身,35,体操,42,NA,42,NA,体操,53,35_42,test,no,dissertation_sound/exp2/test/03_F/51A.wav
51A-flipped.wav,替身,35,体操,42,NA,42,NA,体操,54,35_42,test,yes,dissertation_sound/exp2/test/03_F/51A-flipped.wav
51B.wav,替身,35,体操,42,NA,42,NA,体操,55,35_42,test,no,dissertation_sound/exp2/test/03_F/51B.wav
51B-flipped.wav,替身,35,体操,42,NA,42,NA,体操,56,35_42,test,yes,dissertation_sound/exp2/test/03_F/51B-flipped.wav
63A.wav,四季,35,湿气,5,NA,5,NA,湿气,57,5_35,test,no,dissertation_sound/exp2/test/03_F/63A.wav
63A-flipped.wav,四季,35,湿气,5,NA,5,NA,湿气,58,5_35,test,yes,dissertation_sound/exp2/test/03_F/63A-flipped.wav
63B.wav,四季,35,湿气,5,NA,5,NA,湿气,59,5_35,test,no,dissertation_sound/exp2/test/03_F/63B.wav
63B-flipped.wav,四季,35,湿气,5,NA,5,NA,湿气,60,5_35,test,yes,dissertation_sound/exp2/test/03_F/63B-flipped.wav
